10473,283.42,234.78
10990,292.36,233.34
12785,298.59,232.44
10940,281.02,230.88
12903,276.68,228.15
15794,274.72,227.09
14628,273.39,224.06
15054,253.55,222.15
14468,255.4,219.61
14293,261.34,218.13
13715,248.12,215.31
12040,257.69,212.8
11493,268,210.05
12249,261.67,207.08
12392,225.52,206.97
11316,242.7,203.81
13272,252.5,201.62
14293,253.96,198.43
13704,269.56,195.89
13798,244.83,193.59
13330,235.96,192.17
14805,242.13,189.65
16155,228.99,186.16
18994,227.51,183.86
16915,223.9,181.1
16870,227.27,178.41
16355,233.1,176.19
19220,216.32,172.51
15409,214.91,171.34
15266,208.43,168.25
18340,213.58,164.68
12494,202.4,164
16553,197.96,159.77
15584,197.82,157.94
13083,197.66,156.52
14841,197.46,153.23
15920,184.56,149.92
13966,187.93,148.73
12356,192.66,147.13
13735,186.6,144.12
13466,191.81,141.27
11787,198.7,141.19
9294,214.1,139.56
8194,222.8,139.45
8770,208.23,137.42
9471,207.98,134.95
9185,216.05,134.91
8430,225.22,137.22
9278,213.81,133.64
10605,213.7,130.94
11342,202.15,130.42
14090,203.97,128.99
13496,189.79,128.43
14556,186.27,122.93
16305,185.55,120.25
17645,181.88,118.98
18112,185.89,118.57
16397,185.84,116.14
14311,196.88,117.36
14259,191.2,113.85
15649,192.71,111.64
16297,195.5,109.36
16784,185.5,106.85
17211,189.18,106.39
17320,192.25,102.36
18587,192.51,100.15
17579,195.94,97.701
17786,195.55,96.015
17206,201.41,95.567
18733,203.54,92.821
18611,206.09,89.894
17110,210.53,90.022
18525,216.94,88.955
15753,219.7,88.71
16707,225.33,87.906
14303,228.14,89.617
12943,228.93,84.608
12900,237.16,87.458
11991,236.83,87.843
11532,241.78,87.631
11025,241.36,83.773
10756,247.19,83.298
11133,250.67,81.377
9914,254.99,80.184
8771,259.83,78.153
7316,260.13,82.554
6489,260.93,75.522
4912,267.55,80.234
3799,270.13,77.939
2942,274.22,72.144
2712,282.7,90.037
2129,288.25,103.95
2643,288.65,98.231
3271,283.74,133.07
4240,285.56,93.112
4816,281.92,100.46
6125,276.24,100.78
6941,270.28,109.92
6250,268.41,101.69
7354,269.2,125.18
6406,268.22,120.99
5869,269.95,131.05
6574,265.1,106.08
8265,266.52,115.99
9511,265.85,114.19
6674,265.26,128.4
4355,273.07,163.88
5857,269.81,148.69
6144,269.86,130.41
5824,268.65,84.579
4780,270.08,64.272
3981,278.23,168.9
1719,270.8,83.966
2126,274.51,119.05
2976,280.38,96.577
3680,282.59,67.414
5286,282.4,64.516
5724,277.29,77.921
5442,278.22,68.514
3808,277.02,71.029
4738,276.01,77.767
2856,270.38,88.25
5157,273.05,86.222
5102,273.81,81.388
6524,270.9,120.61
6640,270.16,97.483
8476,267.16,102.7
8831,266.5,107.99
9711,262.84,111.67
10024,262.73,102.92
12460,259.67,108.79
11679,254.46,98.127
11378,251.11,97.436
9326,249.41,96.633
10986,245.68,102.96
10159,243.43,105.95
10157,239.37,109.33
10298,236.74,110.92
9419,233.94,115.49
9594,232.31,120.07
10173,231.48,125.58
10875,230.11,130.86
12215,228.12,135.18
12675,225.51,139.76
12986,224.74,142.9
12866,222.51,147.31
13083,222.24,149.96
10087,221.13,154.96
11495,220.38,156.87
12698,224.63,162.74
12137,218.85,163.96
11878,219.22,166.66
13470,214.62,167.99
9743,213.35,172.37
11052,211.23,173.21
9142,212.86,175.09
6850,208.8,177.85
9670,210.55,179.15
8834,209.69,182.99
6506,207.64,187.04
7845,208.48,188.96
8936,206.75,192.83
9408,205.46,195.22
9686,204.83,197.26
9008,205.29,199.22
11154,202.43,202.9
12621,202.31,205.92
11494,201.73,208.87
11868,202.69,211.69
12757,202.31,213.89
13796,202.28,217.58
13960,201.75,221.08
13948,202.26,223.35
13385,201.41,226.03
12691,203.56,227.13
10119,202.61,231.46
12860,203.06,233.69
12677,203.51,235.62
12849,203.82,238.89
14719,204.26,242.06
13509,204.73,245.06
13232,204.72,247.62
14712,204.2,250.9
13502,204.84,252.92
16865,206.4,255.73
18790,207.97,259.46
18109,208.82,262.82
18930,210.95,265.24
16343,211.07,268.84
17547,213.49,272.05
17045,215.9,274.73
11034,218.16,276.18
11437,219.79,277.61
9827,222.96,277.63
8594,225.35,278.08
7254,227.14,278.31
6996,230.29,276.9
5835,230.33,275.4
4431,232.93,273.22
4168,234.35,273.62
4225,235.89,274.69
5169,239.1,273.83
4600,241.27,270.66
4131,242.58,269.18
4673,248.3,260.53
4450,248.77,251.15
4633,250.22,245.62
4588,253.72,242.41
3868,257.28,254.86
2370,255.96,252.82
2308,264.34,243.76
3149,260.49,238.16
2412,268.5,247.41
2533,267.37,247.31
3245,264.47,254.12
4148,268.78,256.1
4977,264.64,253.19
4558,270.48,260.75
4233,267.72,259.84
3396,274.06,275.01
3040,274.86,267.36
1561,285.71,260.04
2276,275.19,228.73
1996,277.64,212.65
4923,289.84,252.74
3581,277.65,222.46
4126,280.52,241.22
5431,280.76,222.94
5484,279.33,221.32
6878,282.19,222.71
8881,278.65,226.3
8827,270.25,230.72
12277,270.93,231.8
11425,264.85,232.76
13725,265.31,235.51
23468,267.67,237.09
32791,262.32,241.75
39670,259.27,231.81
48558,256.32,226.72
50711,251.01,225.12
54480,247.67,225.12
61712,244.49,224.81
57608,241.11,224.23
57267,243.55,224.86
53548,247.6,222.95
50243,250.47,221.16
44173,250.67,219.44
39226,249.36,218.08
36261,242.68,215.6
31509,231.5,212.61
28325,226.78,210.69
24203,210.76,208.68
21945,218.49,205.09
20538,216.15,203.15
18951,232.82,202.67
14554,241.88,202.46
13255,236.73,199.55
13983,238.77,197.9
12156,296.12,199.43
11440,307.35,197.47
11713,364.01,197.68
12171,378.13,194.59
14510,340.41,191.26
12704,338.98,188.1
19669,300.87,187.18
19003,300.3,185.05
23442,264.78,186.18
29244,257.81,186.47
29622,243.3,188.28
31594,238.53,189.89
32967,243.32,190.34
32480,240.97,192.14
31056,235.29,195.34
31905,225.7,201.61
31605,212.41,208.51
30044,217.1,213.81
29307,205.58,221.42
28628,208.98,226.75
30237,213.41,229.5
31587,208.53,235.65
33018,210.73,238.75
35445,220.24,235.73
35933,240.92,224.48
35573,253.72,214.73
33877,264.61,206.32
32337,288.35,193.04
29395,308.34,178.09
26229,314.63,166.06
34797,281.05,197.18
38441,268.95,203.02
47809,257.02,210.76
54703,240.97,221.12
59700,229.15,227.39
65486,218.09,229.3
65589,204.17,231.67
64575,194.97,231.57
60509,183.59,231.43
55200,177.14,228.8
50887,167.37,228.44
47325,164,226.48
41780,160.77,222.47
39143,161.55,221.36
37939,157.42,220.92
35253,154.57,213.71
34854,157.77,207.37
33718,156.69,202.98
34093,157.57,198.62
33693,159.5,194.25
31445,160.88,190.77
28830,163.77,186.6
29500,166.19,183.01
28504,168.23,179.37
25390,172.11,176.16
26487,174.08,173.19
29447,178.56,169.91
29930,183.16,167.21
30143,187.79,165.32
31950,190.28,161.45
33930,195.42,158.95
32807,199.34,155.55
32134,206.55,153.07
32035,211.36,149.9
29118,216,147.55
27795,223.63,146.5
24748,229.33,146.16
21798,234.18,142.53
18959,239.24,140.66
17191,244.12,139.43
16368,248.83,137.66
14271,254.17,137.39
12603,262.74,135.79
11777,267.86,135.64
13309,269.7,137.6
13922,276.62,141.27
19392,276.59,146.01
25585,276.07,151.29
34134,278.51,158.1
41737,279.62,164.61
54356,280.68,171.63
72197,286.56,177.84
83412,287.8,186.9
95407,289.21,196.81
98524,290.29,207.6
91305,288.41,218.99
82236,284.81,228.64
68133,280.05,237.6
61910,278.89,249.49
55782,277.38,251.72
51868,277.86,256.06
47792,276.01,258.06
36422,274.82,261.5
27284,279.73,264.88
20636,285.05,258.79
17756,289.41,254.92
14119,292.42,262.51
13504,287.08,263.83
12051,285.54,260.83
9202,294.91,259
9632,292.25,255.56
11203,290.17,261.04
10215,302.97,256.28
11776,310.12,274.41
11841,306.34,251.68
10731,303.77,259.2
14119,292.02,259.64
13043,295.23,260.12
15429,290.14,267.36
15831,293.45,277.82
17898,286.8,280.76
18201,287.52,284.88
19266,281.56,285.93
18936,283.1,288.21
16861,277.75,288.47
14168,276.83,289.59
13980,269.72,299.22
9200,274.17,300.22
8903,267.32,294.24
6077,260.77,302.18
6098,259.28,316.22
6311,258.47,311.82
3342,257.58,279.43
3360,252.27,278.9
4012,253.41,285.04
4044,250.38,283.42
3915,261.71,286.82
5396,265.65,290.58
5548,278.33,291.69
6494,270.64,295.31
6665,275.4,300.25
5854,282.51,283.92
6799,271.38,298.44
6869,264.32,277.84
7304,263.03,281.99
6089,250.34,279.86
4832,254.3,272.43
5999,260.58,276.76
5060,266.81,281.63
5212,268.99,275.1
6567,254.21,283.79
9497,255.9,289.96
7812,242.1,286.87
9578,238.29,288.6
10755,232.07,292.73
13632,231.72,294.33
14145,231.64,295.1
13618,233.14,295.6
10280,237.49,293.99
6276,241.19,293.9
1812,252.45,273.63
2208,277.87,256.64
2448,273.48,315.07
1321,256.64,263.79
3898,237.63,297.93
5528,235.68,287.69
6348,227.63,298.97
6622,228.67,294.55
6965,232.72,289.44
7413,233.54,286.36
5732,231.79,287.58
4725,244.38,286.41
3107,252.22,271.1
3337,255.15,297.53
3298,263.68,261.44
4148,271.65,262.39
4310,263.46,297.27
1131,246.01,320.2
1216,240.48,267.73
1285,242.05,235.32
365,235.16,278.33
1005,266.83,263.28
4462,306.69,234.94
5092,245.36,238.6
3891,265.63,266.72
2905,234.63,258.56
3927,238.76,282.35
3431,235.24,273.22
3283,234.03,293.23
3661,231.6,285.58
3610,224.3,285.05
3236,219.38,302.86
4777,237.51,303.91
3708,228.58,287.99
2186,233.22,296.7
1364,216.06,292.89
1946,241.74,288.23
4066,250.93,263.55
2699,246.34,296.74
2925,251.55,281.93
4312,246.96,297.09
10526,240.68,282.09
3591,231.58,302.79
3555,237.86,297.39
4455,229.29,298.25
5003,232.12,297.28
8980,245.03,299.1
7290,235.83,299.15
7490,234.55,298.8
8129,242.02,298.31
6635,246.1,296.13
6172,252.6,294.2
4545,262.61,301.34
4473,275.01,293.55
4520,262.51,293.8
5809,261.55,294.49
7236,249.21,270.33
4919,255.48,261.09
5251,246.89,286.93
6073,254.61,283.54
6875,261.75,253.49
7749,261.92,247.08
8883,260.29,236.67
6320,267.7,188.46
6693,265.97,164.12
6689,264.47,151.57
7732,260.74,159.52
6669,254.64,183.65
9145,256.34,199.76
8955,255.76,212.91
10361,254.36,221.46
9787,243.78,236.26
11365,243.14,239.66
14294,239.62,252.22
14399,227.28,266.29
13958,222.33,272.88
14789,219.46,275.92
15864,219.47,277.3
15880,225.66,278.04
14837,223.54,282.18
12793,224.78,279.59
12540,226.93,274.15
11618,233.39,272.4
10376,245.87,275.31
11130,236.67,268.46
10603,229.95,270.3
10741,233.97,270.08
11988,229.95,265.05
12403,214.66,272.8
14997,221.54,268.56
15539,234.11,269.12
17208,227.12,267.47
17968,229.29,269.42
20822,227.92,266.46
21671,227.18,264.1
24107,237.85,261.99
26302,232.99,259.15
23059,241.98,257.42
23036,232.98,254.36
23614,230,250.27
22845,242.33,247.92
23762,229.46,244.05
25876,240.42,243.21
27343,229.73,240.59
31259,239.87,236.47
31203,238.62,235.74
34277,237.22,232.14
33615,241.44,228.88
35542,236.03,225.47
37842,232.94,221.76
39208,233.59,217.52
39120,232.14,214.11
40424,241.61,210.03
39917,236.19,206.25
39892,244.08,201.37
36127,238.64,197.61
34289,236.77,193.78
32507,236.02,190.44
31095,238.79,186.62
31720,237.07,183.61
33412,237.09,179.9
31983,231.44,176
32967,229.21,172.43
33315,235.52,168.99
33441,237.22,165.65
31375,236.34,162.61
29571,231.74,159.59
29674,224.5,155.91
28656,228.01,151.91
29362,220.97,149.41
30115,219.35,146.19
29924,215.81,142.51
29477,218.36,138.73
29486,225.23,136.09
25958,208.23,133.68
24423,215.1,131.91
23483,210.73,128.94
23156,210.27,125.89
24259,215.3,122.97
26924,209.44,121.58
28017,201.8,118.5
28843,195.75,115.75
32753,214.09,113.35
33170,211.33,110.91
35032,209.97,108.6
35606,208.09,105.69
37863,212.33,103.45
40092,214.74,101.61
41466,220.19,98.861
42916,221.75,96.016
44226,221.87,93.894
47240,227.58,91.302
45524,225,88.845
46305,229.78,87.032
45058,224.72,83.377
45942,227.83,82.545
43737,228.54,80.11
44758,229.86,78.643
45521,232.69,76.905
41513,231.24,74.816
41353,233.13,74.416
40284,238.16,71.601
37494,237.41,71.374
38512,241.57,74.949
35713,244.96,71.72
34340,248.71,71.067
35077,252.2,76.651
34667,256.37,78.205
30400,260.59,68.616
27921,265.2,76.151
23607,269.23,67.953
23659,271.46,74.289
20191,273.29,71.158
18768,275.32,74.881
16129,275.47,69.76
14304,278.98,61.335
15189,278.68,67.211
13946,280.33,64.603
14094,282.35,67.962
12826,286.48,53.92
15918,289.3,58.987
19836,293.43,56.9
20448,298.01,57.19
24824,301.02,61.591
24414,304.71,63.971
25586,309.95,64.912
24578,314.55,66.215
25089,319.57,66.881
26934,322.47,70.013
27992,326.03,73.26
31803,327.34,78.556
34552,330.76,81.951
36533,333.87,86.383
38349,336.89,91.251
40229,342.29,95.17
41466,345.36,100.69
44533,348.08,107.41
46929,350.74,114.78
48497,351.31,122.77
50066,354.76,130.67
50406,357.61,139.56
52085,359.51,149.27
52238,359.34,159.6
54991,359.23,169.8
50991,361.75,182.04
56685,357.46,193.28
62553,352.76,205.49
67028,346.84,217.5
75481,339.72,231.35
85825,330.98,242.39
96225,320.72,252.73
88697,311.16,267.8
95477,294.21,269.39
88762,278.56,259.98
83564,266.54,247.14
79232,258.38,237.8
99876,243.95,235.26
98734,227.57,230.06
91815,208.68,228.93
84512,193.59,233.4
74845,197.85,218.18
60823,217.89,203.14
46122,260.74,209.28
42070,290.1,206.29
56117,277.25,194.46
68217,270.59,187.05
72756,268.48,188.87
74753,268.43,187.25
74012,268.71,187.11
73084,269.67,186.72
65656,269.67,188.38
63522,267.92,193.82
52121,269.71,193.71
47922,270.48,193.71
41703,268.16,197.06
36865,265.89,196.27
32733,263.8,185.87
29641,258.45,185.47
29212,253.67,187.5
26277,248.03,190.88
25136,244.83,190.7
22456,243.66,193.69
19000,241.92,192.28
19793,242.53,202.47
20825,242.71,220.37
15620,245.33,216.79
12172,253.13,217.42
11179,261.9,240.71
8713,277.17,252.64
11405,267.95,260.59
13847,261.35,269.34
15059,256.06,271.39
16417,258.65,272.73
17158,253.3,257.57
15255,248.49,245.22
15894,251.58,238.63
16809,252.19,226.32
20836,252.78,221.56
21340,256.66,217.81
20757,256.54,212.05
20026,259.46,215.35
19990,258.45,207.19
19172,258.42,208.44
20277,257.18,205.68
24556,252.16,208.77
26096,251.69,212.27
28172,251.49,208.73
28073,248.27,208.25
29297,247.18,209.73
26514,244.22,215
20862,236.67,217.96
18574,241.53,219.01
14168,237.49,248.01
15401,243.47,255.29
14784,249.72,245.32
15428,251.2,227
22364,252.28,226.41
26723,248.95,223.92
26927,252.53,220.83
29085,254.38,223.13
28253,253.16,235.29
30325,254.15,239.79
27743,257.03,251.31
27466,264.27,249.4
27754,274.41,259.2
28098,283.05,259.46
31508,297.37,255
36456,308.19,258.35
46746,302.26,268.14
58963,301.29,270.25
69694,299.78,264.62
78345,296.73,257.55
78743,294.95,250.9
74809,291.5,246.11
70474,287.4,240.01
64100,279.6,240.64
61669,273.67,237.77
56000,261.96,242.56
48590,245.72,244.65
46889,230.18,248.89
43400,208.89,247.95
40375,184.35,246.91
40426,175.8,240.52
43755,175.54,233.05
44808,167.1,227.95
48514,167.82,220.7
50936,169.73,209.94
52661,174.11,199.99
51869,172.24,190.88
50485,169.56,183.8
47581,169.06,177.91
42399,170.33,169.87
41040,171.89,166.01
38970,172.27,158.55
35913,172.74,154.98
35744,176.6,152.8
31495,181.42,149.21
26871,183.88,147.89
26325,191.2,146.56
22533,224.29,151.63
22623,257.55,153.21
25288,321.91,161.41
26251,336.37,161.98
28181,356.75,162.32
30188,367.33,160.04
33098,370.3,156.19
34704,366.03,151.15
29216,361.34,146.83
30930,331.08,141.18
32022,296.92,137.05
30525,288.36,133.81
31697,259.46,132.4
31692,250.28,131.36
30584,236.94,131.67
28910,222.13,131.03
27031,230.79,130.03
26729,238.72,129.12
24030,247.74,128.91
23857,269.88,125.63
25145,269.35,125.39
24752,297.89,119.79
23697,320.78,116.47
19747,323.09,113.85
28205,272.62,121.83
42460,218.53,127.9
53598,209.93,125.3
59170,207.87,120.43
63747,206.12,114.31
63312,196.92,110.31
61373,190.52,104.02
61133,192.08,98.714
59404,189.12,92.285
58160,191.92,86.867
57165,193.95,80.856
55852,198.87,72.828
49715,208.2,70.23
46823,216.61,67.847
47617,230.6,67.947
47554,246.19,70.123
53403,263.56,76.105
64336,279.52,85.448
75113,291.63,96.596
85465,299.96,109.78
96375,306.84,123.37
95025,313.38,136.37
1.0166e+05,312.95,150.29
1.1834e+05,310.03,160.95
1.1314e+05,312.45,167.57
1.055e+05,316.52,170.79
1.1092e+05,317.81,173.64
1.186e+05,311.17,178.9
1.109e+05,308.46,182.18
98359,310.51,185.26
81899,321.77,186.78
66407,340.09,203.54
47203,345.97,230.11
34609,352.17,285.51
22071,311.74,204.79
34599,244.79,181.2
50553,247.58,178.52
59128,271.55,181.58
66028,269.54,181.7
70517,272.21,183.4
67300,275.88,184.93
61705,280.46,183.91
54663,281.27,182.62
48028,279.6,181.28
41453,275.51,180.57
35756,279.82,177.32
35316,279.11,180.43
37818,280.85,190.52
39883,284.32,193.42
39382,293.2,197.29
40169,296.73,202.28
43105,304.46,207.35
42118,309.27,211.74
44882,311.24,221.17
46161,304.09,231.99
44706,301.1,243.42
44051,289.48,253.77
38821,281.53,260.24
34285,272.8,256.26
25871,274.01,263.46
21650,267.15,267.93
17253,256.5,267.51
15137,239.28,257.39
14497,227.82,254.18
14951,211.69,236.92
17081,206.17,231.94
17890,204.82,226.18
19102,206.4,225.92
16950,205.07,220.99
16023,201.4,206.93
16299,204.3,203.03
14911,206.41,203.02
13749,214.68,196.61
12389,223.59,206.17
15787,225.66,205.5
17363,226.47,198.74
17780,229.44,194.43
18656,229.19,186.99
16999,229.84,188.49
17413,230.81,186.58
16430,231.2,181.44
15086,231.25,184.09
13376,237.76,192.64
12768,237.9,189.22
8353,236.5,182.46
7424,238.02,181.34
6102,237.68,179.63
5266,237.31,179.78
4449,240.98,180.31
3887,240.07,182.11
4627,246.03,181.8
4346,250.25,184.83
4957,252.32,180.5
3291,243.97,177.76
2992,256.9,179.84
2919,252.98,181.34
3379,254.12,223.51
981,268.34,217.74
696,273.9,189.24
757,276.66,174.35
794,266.62,242.54
227,284.68,177.21
1205,255.56,221.32
3265,244.88,228.36
2144,235.34,254.15
1381,251.4,266.62
1525,246.66,295.45
1880,240.89,273.66
457,211.51,255.35
1537,242.73,208.46
5174,251.7,269.98
8248,228.08,208.21
9865,262.71,255.77
3036,260.65,252.53
3482,272.33,193.1
2098,231.16,234.5
4777,268.24,227.04
2854,247.77,253.58
700,281.36,176.7
907,281.64,169.96
127,291.35,170.08
608,283.5,171.14
453,281.68,174.6
661,278.48,250.74
441,278.9,195.54
255,278.75,194.82
156,285.87,175.33
1798,284.67,177.1
1550,285.98,178.81
1415,279.54,178.7
2094,278.99,180.44
4740,280.54,183.6
9943,277.88,185.67
12615,276.91,189.32
15747,275.5,194.43
18890,274.08,200.58
23446,271.72,206.84
31473,269.36,214.04
39309,265.45,223.87
41861,259.18,235.81
45935,251.4,250.22
49271,241.7,262.16
48632,231.81,274.97
46004,223.34,289.19
40336,216.89,304.54
23421,211.42,304.84
12071,217.75,303.75
5731,246.65,282.3
9945,235.99,296.28
12398,222.87,307.95
11924,216.69,297.85
7565,221.97,278.92
7687,220.54,275.25
8592,213.84,285.53
11555,217.59,291.99
13513,222.48,301.98
16170,226.99,303.69
16083,230.6,304.47
15866,234.79,303.51
12260,239.43,301.43
7507,245.64,300.02
1833,272.88,310.41
4175,281.01,287.6
3865,265.08,303.7
3716,250.52,306.08
5046,235.54,311.37
5849,231.2,307.95
5521,225.79,306.83
4928,225.77,303.88
5059,237.54,301.24
4617,246.45,296.82
4788,256.76,298.73
5190,269.12,287.81
10998,278.68,280.34
4077,270.25,272.68
2040,281.73,294.79
1643,279.75,306.07
2039,268.83,303.38
1112,248.07,294.36
1068,233.75,297.27
929,227.4,312.92
1007,246.9,266.5
7192,207.74,223.72
3436,241.95,256.47
2606,246.84,264.22
2552,247.77,297.7
4072,234.96,285.37
3429,232.05,308.02
4163,232.03,297.92
3705,230.46,295.27
2978,230.33,298.88
3641,237.89,287.57
1909,257.66,239.2
6388,214.34,218.28
6572,248.9,239.6
1496,253.83,256.9
1424,264.72,287.69
996,254.56,306.91
3709,263.86,303.01
1132,235.31,274.51
2529,278.82,277.39
1944,237.42,265.33
2100,240.17,266.78
3571,260.05,239.2
2555,246.11,302.39
3157,269.76,264.41
2693,253.26,251.31
6819,259.18,273.97
6270,234.58,260.37
7746,267.54,248.35
2540,270.97,227.48
2982,238.59,247.38
6509,229.89,221.4
3026,255.82,192.48
1737,247.02,227.66
7450,238.06,239.98
5167,271.68,240.99
7699,265.5,254.79
7922,285.58,246.92
8580,243.97,246.1
4029,231.62,254.9
7282,270.95,239.29
7724,261.61,243.9
9986,273.63,287.88
7574,254.66,246.12
11564,242.32,239.23
10682,281.74,255.24
8121,266.5,278.46
11850,259.59,224.27
3786,244.81,231.07
8554,233.21,245.99
8564,221.08,256.44
7378,219.92,221.23
27418,241.32,253.64
7341,235.07,216.95
1820,211.28,238.98
6377,254.66,244.6
2375,261.53,292.33
6602,266.01,248.15
2594,255.88,238.93
6822,224.97,197.06
2083,252.19,245.16
2162,263.8,174.15
3587,241.34,219.75
3153,226.44,223.63
2872,244.62,180.41
4175,236.63,207.81
4587,224.37,196.05
17486,261.87,250.25
3891,243.77,211.03
6796,266.38,207.34
3374,246.28,177.99
2973,257.52,176.43
4141,233.6,201.3
2175,267.29,145.66
3466,258.69,202
2950,250.93,192.04
2066,257.32,193.23
2851,261.78,191.63
2984,245.42,194.49
2629,268.14,178.08
2353,252.02,181.66
2115,251.35,171.39
2802,255.06,193.89
3118,272.01,222.18
2201,258.63,180.23
1832,261.48,186.11
1658,252.3,220.66
2083,254.27,211.86
2007,278.91,211.67
2336,257.24,217.93
2124,256.8,222.64
2478,244.71,208.2
8438,248.15,242.73
3428,259.43,255.54
3101,252.03,234.55
2701,251.26,288.36
4823,255.98,251.13
3177,258.22,224.59
3048,238.81,250.57
2423,250.48,269.65
5036,246.39,235.32
3243,238.31,246.9
2180,258.05,228.22
2801,223.31,267.92
4089,277.62,234.91
3557,271.3,202.74
1823,216.34,232.4
2916,255.04,214.52
1951,259.38,216.75
1468,204.79,220.53
2803,219.98,261.25
1947,219.53,260.21
1829,227.37,279.36
3433,236.46,275.9
2358,210.53,265.89
3247,221.85,280.31
2145,260.11,266.55
9910,245.45,270.42
8138,250.12,245.78
4379,293.38,282.66
12842,267.49,238.53
2837,290.77,223.81
2326,231.74,234.44
2767,257.36,244.88
8143,242.58,244.04
6980,277.82,280.12
1493,236.66,245.7
1177,222.55,241
3231,210.02,260.67
1952,256.93,275.73
1528,264.52,278.18
2511,228.87,286.2
2725,243.81,272.44
2628,243.28,279.53
3510,224.56,270.75
3029,251.04,270.83
3764,241.5,285.97
3340,238.56,252.7
3025,243.46,242.61
2934,245.49,254.95
4760,232.86,256.2
2918,225.95,286.69
8012,261.72,268.58
3133,224.97,263.23
1972,249.77,230.23
4179,243.76,229.91
2828,243.5,230.98
3193,249.21,221.34
1921,266.62,187.03
4290,259.49,219.9
2435,260.11,182.75
3303,257.34,171.98
3607,252.81,170.35
3050,254.68,165.53
3380,248.87,170.32
5575,244.92,193.99
4009,252.48,164.24
5691,243.58,180.82
5214,245.03,186.6
5718,241.02,183.2
4683,244.89,170.24
4833,240.13,184.66
4670,242.02,173.34
5530,240,172.19
4455,246.41,150.25
5752,240.51,156.34
6449,240.46,148.27
7432,240.12,156.4
8466,239.19,150.11
9614,235.19,149.45
11498,233.04,152.44
12916,231.36,153.7
15313,227.62,156.43
17672,224.54,162.12
18304,221.29,161.25
19929,219.7,167.98
20361,215.51,164.27
23721,213.34,173.95
23244,211.59,176.13
23938,210.34,184.52
24091,209.95,187.41
24390,209.71,192.29
23565,208.31,196.54
22255,209.23,197.89
18668,207.84,198.75
16996,209.46,200.31
12425,210.4,195.2
11722,215.96,202.17
11140,219.13,208.52
12277,222.71,218.05
15190,226.12,217.39
17906,235.31,218.85
19474,240.53,214.54
18768,244.19,204.34
18136,251.63,200.5
19588,255.21,198.29
21757,262.31,198.25
21325,264.02,193.69
20507,269.33,200.56
16395,266.8,197.93
13822,262.16,196.23
12227,260.81,196.95
11236,258.38,193.69
9585,258.61,192.01
8493,260.06,191.68
7214,261.3,207.82
5806,253.23,209.69
5635,251.14,209.21
5710,251.96,220.45
5478,248.99,253.77
4808,239.26,251.53
6724,242.37,273.57
7261,242.6,272.44
6468,240.35,262.63
6705,243.66,255.2
5932,245.06,248.82
4561,248.56,228.86
